transfer_id,from_stop_id,to_stop_id,distance_km,walk_time_min,transfer_penalty_min,total_time_min,from_type,to_type
W_E02457,42,1181,0.8961,10.75,3,13.75,Bus,Bus
W_E02458,1181,42,0.8961,10.75,3,13.75,Bus,Bus
W_E02459,42,1182,0.912,10.94,3,13.94,Bus,Bus
W_E02460,1182,42,0.912,10.94,3,13.94,Bus,Bus
W_E02461,42,TRN_AGHA,0.7258,8.71,3,11.71,Bus,Train
W_E02462,TRN_AGHA,42,0.7258,8.71,3,11.71,Train,Bus
W_E02463,43,45,0.9802,11.76,3,14.76,Bus,Bus
W_E02464,45,43,0.9802,11.76,3,14.76,Bus,Bus
W_E02465,43,67,0.6678,8.01,3,11.01,Bus,Bus
W_E02466,67,43,0.6678,8.01,3,11.01,Bus,Bus
W_E02467,43,68,0.6774,8.13,3,11.13,Bus,Bus
W_E02468,68,43,0.6774,8.13,3,11.13,Bus,Bus
W_E02469,43,351,0.7004,8.41,3,11.41,Bus,Bus
W_E02470,351,43,0.7004,8.41,3,11.41,Bus,Bus
W_E02471,43,352,0.5061,6.07,3,9.07,Bus,Bus
W_E02472,352,43,0.5061,6.07,3,9.07,Bus,Bus
W_E02473,43,355,0.7996,9.6,3,12.6,Bus,Bus
W_E02474,355,43,0.7996,9.6,3,12.6,Bus,Bus
W_E02475,43,356,0.7893,9.47,3,12.47,Bus,Bus
W_E02476,356,43,0.7893,9.47,3,12.47,Bus,Bus
W_E02477,43,358,0.8425,10.11,3,13.11,Bus,Bus
W_E02478,358,43,0.8425,10.11,3,13.11,Bus,Bus
W_E02479,43,359,0.7837,9.4,3,12.4,Bus,Bus
W_E02480,359,43,0.7837,9.4,3,12.4,Bus,Bus
W_E02481,43,981,0.6961,8.35,3,11.35,Bus,Bus
W_E02482,981,43,0.6961,8.35,3,11.35,Bus,Bus
W_E02483,43,982,0.6158,7.39,3,10.39,Bus,Bus
W_E02484,982,43,0.6158,7.39,3,10.39,Bus,Bus
W_E02485,43,983,0.5944,7.13,3,10.13,Bus,Bus
W_E02486,983,43,0.5944,7.13,3,10.13,Bus,Bus
W_E02487,43,986,0.7901,9.48,3,12.48,Bus,Bus
W_E02488,986,43,0.7901,9.48,3,12.48,Bus,Bus
W_E02489,43,987,0.7785,9.34,3,12.34,Bus,Bus
W_E02490,987,43,0.7785,9.34,3,12.34,Bus,Bus
W_E02491,43,989,0.471,5.65,3,8.65,Bus,Bus
W_E02492,989,43,0.471,5.65,3,8.65,Bus,Bus
W_E02493,43,990,0.4945,5.93,3,8.93,Bus,Bus
W_E02494,990,43,0.4945,5.93,3,8.93,Bus,Bus
W_E02495,43,1000,0.7057,8.47,3,11.47,Bus,Bus
W_E02496,1000,43,0.7057,8.47,3,11.47,Bus,Bus
W_E02497,44,45,0.9727,11.67,3,14.67,Bus,Bus
W_E02498,45,44,0.9727,11.67,3,14.67,Bus,Bus
W_E02499,44,67,0.65,7.8,3,10.8,Bus,Bus
W_E02500,67,44,0.65,7.8,3,10.8,Bus,Bus
W_E02501,44,68,0.6593,7.91,3,10.91,Bus,Bus
W_E02502,68,44,0.6593,7.91,3,10.91,Bus,Bus
W_E02503,44,351,0.7187,8.62,3,11.62,Bus,Bus
W_E02504,351,44,0.7187,8.62,3,11.62,Bus,Bus
W_E02505,44,352,0.533,6.4,3,9.4,Bus,Bus
W_E02506,352,44,0.533,6.4,3,9.4,Bus,Bus
W_E02507,44,355,0.821,9.85,3,12.85,Bus,Bus
W_E02508,355,44,0.821,9.85,3,12.85,Bus,Bus
W_E02509,44,356,0.8098,9.72,3,12.72,Bus,Bus
W_E02510,356,44,0.8098,9.72,3,12.72,Bus,Bus
W_E02511,44,358,0.8776,10.53,3,13.53,Bus,Bus
W_E02512,358,44,0.8776,10.53,3,13.53,Bus,Bus
W_E02513,44,359,0.8184,9.82,3,12.82,Bus,Bus
W_E02514,359,44,0.8184,9.82,3,12.82,Bus,Bus
W_E02515,44,981,0.7143,8.57,3,11.57,Bus,Bus
W_E02516,981,44,0.7143,8.57,3,11.57,Bus,Bus
W_E02517,44,982,0.6292,7.55,3,10.55,Bus,Bus
W_E02518,982,44,0.6292,7.55,3,10.55,Bus,Bus
W_E02519,44,983,0.5974,7.17,3,10.17,Bus,Bus
W_E02520,983,44,0.5974,7.17,3,10.17,Bus,Bus
W_E02521,44,986,0.8255,9.91,3,12.91,Bus,Bus
W_E02522,986,44,0.8255,9.91,3,12.91,Bus,Bus
W_E02523,44,987,0.8139,9.77,3,12.77,Bus,Bus
W_E02524,987,44,0.8139,9.77,3,12.77,Bus,Bus
W_E02525,44,989,0.4745,5.69,3,8.69,Bus,Bus
W_E02526,989,44,0.4745,5.69,3,8.69,Bus,Bus
W_E02527,44,990,0.4978,5.97,3,8.97,Bus,Bus
W_E02528,990,44,0.4978,5.97,3,8.97,Bus,Bus
W_E02529,44,1000,0.7031,8.44,3,11.44,Bus,Bus
W_E02530,1000,44,0.7031,8.44,3,11.44,Bus,Bus
W_E02531,45,50,0.7868,9.44,3,12.44,Bus,Bus
W_E02532,50,45,0.7868,9.44,3,12.44,Bus,Bus
W_E02533,45,51,0.7435,8.92,3,11.92,Bus,Bus
W_E02534,51,45,0.7435,8.92,3,11.92,Bus,Bus
W_E02535,45,54,0.7734,9.28,3,12.28,Bus,Bus
W_E02536,54,45,0.7734,9.28,3,12.28,Bus,Bus
W_E02537,45,55,0.7541,9.05,3,12.05,Bus,Bus
W_E02538,55,45,0.7541,9.05,3,12.05,Bus,Bus
W_E02539,45,59,0.4279,5.13,3,8.13,Bus,Bus
W_E02540,59,45,0.4279,5.13,3,8.13,Bus,Bus
W_E02541,45,60,0.4354,5.22,3,8.22,Bus,Bus
W_E02542,60,45,0.4354,5.22,3,8.22,Bus,Bus
W_E02543,45,61,0.7438,8.93,3,11.93,Bus,Bus
W_E02544,61,45,0.7438,8.93,3,11.93,Bus,Bus
W_E02545,45,62,0.6963,8.36,3,11.36,Bus,Bus
W_E02546,62,45,0.6963,8.36,3,11.36,Bus,Bus
W_E02547,45,63,0.7428,8.91,3,11.91,Bus,Bus
W_E02548,63,45,0.7428,8.91,3,11.91,Bus,Bus
W_E02549,45,64,0.7003,8.4,3,11.4,Bus,Bus
W_E02550,64,45,0.7003,8.4,3,11.4,Bus,Bus
W_E02551,45,65,0.1379,1.66,3,4.66,Bus,Bus
W_E02552,65,45,0.1379,1.66,3,4.66,Bus,Bus
W_E02553,45,66,0.1432,1.72,3,4.72,Bus,Bus
W_E02554,66,45,0.1432,1.72,3,4.72,Bus,Bus
W_E02555,45,67,0.4043,4.85,3,7.85,Bus,Bus
W_E02556,67,45,0.4043,4.85,3,7.85,Bus,Bus
W_E02557,45,68,0.4019,4.82,3,7.82,Bus,Bus
W_E02558,68,45,0.4019,4.82,3,7.82,Bus,Bus
W_E02559,45,69,0.5304,6.36,3,9.36,Bus,Bus
W_E02560,69,45,0.5304,6.36,3,9.36,Bus,Bus
W_E02561,45,74,0.9366,11.24,3,14.24,Bus,Bus
W_E02562,74,45,0.9366,11.24,3,14.24,Bus,Bus
W_E02563,45,75,0.9593,11.51,3,14.51,Bus,Bus
W_E02564,75,45,0.9593,11.51,3,14.51,Bus,Bus
W_E02565,45,76,0.9285,11.14,3,14.14,Bus,Bus
W_E02566,76,45,0.9285,11.14,3,14.14,Bus,Bus
W_E02567,45,77,0.909,10.91,3,13.91,Bus,Bus
W_E02568,77,45,0.909,10.91,3,13.91,Bus,Bus
W_E02569,45,78,0.8185,9.82,3,12.82,Bus,Bus
W_E02570,78,45,0.8185,9.82,3,12.82,Bus,Bus
W_E02571,45,981,0.6663,8.0,3,11.0,Bus,Bus
W_E02572,981,45,0.6663,8.0,3,11.0,Bus,Bus
W_E02573,45,982,0.5801,6.96,3,9.96,Bus,Bus
W_E02574,982,45,0.5801,6.96,3,9.96,Bus,Bus
W_E02575,45,983,0.4424,5.31,3,8.31,Bus,Bus
W_E02576,983,45,0.4424,5.31,3,8.31,Bus,Bus
W_E02577,45,988,0.3403,4.08,3,7.08,Bus,Bus
W_E02578,988,45,0.3403,4.08,3,7.08,Bus,Bus
W_E02579,45,989,0.5469,6.56,3,9.56,Bus,Bus
W_E02580,989,45,0.5469,6.56,3,9.56,Bus,Bus
W_E02581,45,990,0.5251,6.3,3,9.3,Bus,Bus
W_E02582,990,45,0.5251,6.3,3,9.3,Bus,Bus
W_E02583,45,993,0.6439,7.73,3,10.73,Bus,Bus
W_E02584,993,45,0.6439,7.73,3,10.73,Bus,Bus
W_E02585,45,994,0.6766,8.12,3,11.12,Bus,Bus
W_E02586,994,45,0.6766,8.12,3,11.12,Bus,Bus
W_E02587,45,997,0.9763,11.72,3,14.72,Bus,Bus
W_E02588,997,45,0.9763,11.72,3,14.72,Bus,Bus
W_E02589,45,998,0.9562,11.47,3,14.47,Bus,Bus
W_E02590,998,45,0.9562,11.47,3,14.47,Bus,Bus
W_E02591,45,1000,0.2953,3.54,3,6.54,Bus,Bus
W_E02592,1000,45,0.2953,3.54,3,6.54,Bus,Bus
W_E02593,45,TRN_AGHA,0.8723,10.47,3,13.47,Bus,Train
W_E02594,TRN_AGHA,45,0.8723,10.47,3,13.47,Train,Bus
W_E02595,46,52,0.8901,10.68,3,13.68,Bus,Bus
W_E02596,52,46,0.8901,10.68,3,13.68,Bus,Bus
W_E02597,46,53,0.7963,9.56,3,12.56,Bus,Bus
W_E02598,53,46,0.7963,9.56,3,12.56,Bus,Bus
W_E02599,46,70,0.6963,8.36,3,11.36,Bus,Bus
W_E02600,70,46,0.6963,8.36,3,11.36,Bus,Bus
W_E02601,46,276,0.5419,6.5,3,9.5,Bus,Bus
W_E02602,276,46,0.5419,6.5,3,9.5,Bus,Bus
W_E02603,46,277,0.8294,9.95,3,12.95,Bus,Bus
W_E02604,277,46,0.8294,9.95,3,12.95,Bus,Bus
W_E02605,46,278,0.8407,10.09,3,13.09,Bus,Bus
W_E02606,278,46,0.8407,10.09,3,13.09,Bus,Bus
W_E02607,46,279,0.8399,10.08,3,13.08,Bus,Bus
W_E02608,279,46,0.8399,10.08,3,13.08,Bus,Bus
W_E02609,46,280,0.8896,10.67,3,13.67,Bus,Bus
W_E02610,280,46,0.8896,10.67,3,13.67,Bus,Bus
W_E02611,46,283,0.5596,6.72,3,9.72,Bus,Bus
W_E02612,283,46,0.5596,6.72,3,9.72,Bus,Bus
W_E02613,46,284,0.5631,6.76,3,9.76,Bus,Bus
W_E02614,284,46,0.5631,6.76,3,9.76,Bus,Bus
W_E02615,46,285,0.6571,7.89,3,10.89,Bus,Bus
W_E02616,285,46,0.6571,7.89,3,10.89,Bus,Bus
W_E02617,46,TRN_ALGER,0.1281,1.54,3,4.54,Bus,Train
W_E02618,TRN_ALGER,46,0.1281,1.54,3,4.54,Train,Bus
W_E02619,47,52,0.8949,10.74,3,13.74,Bus,Bus
W_E02620,52,47,0.8949,10.74,3,13.74,Bus,Bus
W_E02621,47,53,0.802,9.62,3,12.62,Bus,Bus
W_E02622,53,47,0.802,9.62,3,12.62,Bus,Bus
W_E02623,47,70,0.7006,8.41,3,11.41,Bus,Bus
W_E02624,70,47,0.7006,8.41,3,11.41,Bus,Bus
W_E02625,47,276,0.5378,6.45,3,9.45,Bus,Bus
W_E02626,276,47,0.5378,6.45,3,9.45,Bus,Bus
W_E02627,47,277,0.8335,10.0,3,13.0,Bus,Bus
W_E02628,277,47,0.8335,10.0,3,13.0,Bus,Bus
W_E02629,47,278,0.8448,10.14,3,13.14,Bus,Bus
W_E02630,278,47,0.8448,10.14,3,13.14,Bus,Bus
W_E02631,47,279,0.8415,10.1,3,13.1,Bus,Bus
W_E02632,279,47,0.8415,10.1,3,13.1,Bus,Bus
W_E02633,47,280,0.8918,10.7,3,13.7,Bus,Bus
W_E02634,280,47,0.8918,10.7,3,13.7,Bus,Bus
W_E02635,47,283,0.5564,6.68,3,9.68,Bus,Bus
W_E02636,283,47,0.5564,6.68,3,9.68,Bus,Bus
W_E02637,47,284,0.5595,6.71,3,9.71,Bus,Bus
W_E02638,284,47,0.5595,6.71,3,9.71,Bus,Bus
W_E02639,47,285,0.6533,7.84,3,10.84,Bus,Bus
W_E02640,285,47,0.6533,7.84,3,10.84,Bus,Bus
W_E02641,47,TRN_ALGER,0.1359,1.63,3,4.63,Bus,Train
W_E02642,TRN_ALGER,47,0.1359,1.63,3,4.63,Train,Bus
W_E02643,48,49,0.0951,1.14,3,4.14,Bus,Bus
W_E02644,49,48,0.0951,1.14,3,4.14,Bus,Bus
W_E02645,48,52,0.2987,3.58,3,6.58,Bus,Bus
W_E02646,52,48,0.2987,3.58,3,6.58,Bus,Bus
W_E02647,48,53,0.3097,3.72,3,6.72,Bus,Bus
W_E02648,53,48,0.3097,3.72,3,6.72,Bus,Bus
W_E02649,48,58,0.978,11.74,3,14.74,Bus,Bus
W_E02650,58,48,0.978,11.74,3,14.74,Bus,Bus
W_E02651,48,59,0.6755,8.11,3,11.11,Bus,Bus
W_E02652,59,48,0.6755,8.11,3,11.11,Bus,Bus
W_E02653,48,60,0.6656,7.99,3,10.99,Bus,Bus
W_E02654,60,48,0.6656,7.99,3,10.99,Bus,Bus
W_E02655,48,61,0.4185,5.02,3,8.02,Bus,Bus
W_E02656,61,48,0.4185,5.02,3,8.02,Bus,Bus
W_E02657,48,62,0.7313,8.78,3,11.78,Bus,Bus
W_E02658,62,48,0.7313,8.78,3,11.78,Bus,Bus
W_E02659,48,63,0.4121,4.94,3,7.94,Bus,Bus
W_E02660,63,48,0.4121,4.94,3,7.94,Bus,Bus
W_E02661,48,64,0.728,8.74,3,11.74,Bus,Bus
W_E02662,64,48,0.728,8.74,3,11.74,Bus,Bus
W_E02663,48,65,0.9615,11.54,3,14.54,Bus,Bus
W_E02664,65,48,0.9615,11.54,3,14.54,Bus,Bus
W_E02665,48,66,0.9599,11.52,3,14.52,Bus,Bus
W_E02666,66,48,0.9599,11.52,3,14.52,Bus,Bus
W_E02667,48,69,0.6803,8.16,3,11.16,Bus,Bus
W_E02668,69,48,0.6803,8.16,3,11.16,Bus,Bus
W_E02669,48,70,0.4715,5.66,3,8.66,Bus,Bus
W_E02670,70,48,0.4715,5.66,3,8.66,Bus,Bus
W_E02671,48,71,0.4825,5.79,3,8.79,Bus,Bus
W_E02672,71,48,0.4825,5.79,3,8.79,Bus,Bus
W_E02673,48,74,0.4771,5.73,3,8.73,Bus,Bus
W_E02674,74,48,0.4771,5.73,3,8.73,Bus,Bus
W_E02675,48,75,0.4742,5.69,3,8.69,Bus,Bus
W_E02676,75,48,0.4742,5.69,3,8.69,Bus,Bus
W_E02677,48,76,0.7789,9.35,3,12.35,Bus,Bus
W_E02678,76,48,0.7789,9.35,3,12.35,Bus,Bus
W_E02679,48,77,0.6857,8.23,3,11.23,Bus,Bus
W_E02680,77,48,0.6857,8.23,3,11.23,Bus,Bus
W_E02681,48,78,0.2137,2.56,3,5.56,Bus,Bus
W_E02682,78,48,0.2137,2.56,3,5.56,Bus,Bus
W_E02683,48,79,0.7216,8.66,3,11.66,Bus,Bus
W_E02684,79,48,0.7216,8.66,3,11.66,Bus,Bus
W_E02685,48,80,0.7294,8.75,3,11.75,Bus,Bus
W_E02686,80,48,0.7294,8.75,3,11.75,Bus,Bus
W_E02687,48,988,0.7725,9.27,3,12.27,Bus,Bus
W_E02688,988,48,0.7725,9.27,3,12.27,Bus,Bus
W_E02689,48,993,0.4062,4.87,3,7.87,Bus,Bus
W_E02690,993,48,0.4062,4.87,3,7.87,Bus,Bus
W_E02691,48,994,0.3668,4.4,3,7.4,Bus,Bus
W_E02692,994,48,0.3668,4.4,3,7.4,Bus,Bus
W_E02693,48,TRN_AGHA,0.3928,4.71,3,7.71,Bus,Train
W_E02694,TRN_AGHA,48,0.3928,4.71,3,7.71,Train,Bus
W_E02695,48,TRN_ALGER,0.9657,11.59,3,14.59,Bus,Train
W_E02696,TRN_ALGER,48,0.9657,11.59,3,14.59,Train,Bus
W_E02697,49,52,0.2158,2.59,3,5.59,Bus,Bus
W_E02698,52,49,0.2158,2.59,3,5.59,Bus,Bus
W_E02699,49,53,0.2146,2.58,3,5.58,Bus,Bus
W_E02700,53,49,0.2146,2.58,3,5.58,Bus,Bus
W_E02701,49,58,0.9936,11.92,3,14.92,Bus,Bus
W_E02702,58,49,0.9936,11.92,3,14.92,Bus,Bus
W_E02703,49,59,0.7604,9.12,3,12.12,Bus,Bus
W_E02704,59,49,0.7604,9.12,3,12.12,Bus,Bus
W_E02705,49,60,0.7504,9.01,3,12.01,Bus,Bus
W_E02706,60,49,0.7504,9.01,3,12.01,Bus,Bus
W_E02707,49,61,0.506,6.07,3,9.07,Bus,Bus
W_E02708,61,49,0.506,6.07,3,9.07,Bus,Bus
W_E02709,49,62,0.8148,9.78,3,12.78,Bus,Bus
W_E02710,62,49,0.8148,9.78,3,12.78,Bus,Bus
W_E02711,49,63,0.5001,6.0,3,9.0,Bus,Bus
W_E02712,63,49,0.5001,6.0,3,9.0,Bus,Bus
W_E02713,49,64,0.8113,9.74,3,12.74,Bus,Bus
W_E02714,64,49,0.8113,9.74,3,12.74,Bus,Bus
W_E02715,49,69,0.756,9.07,3,12.07,Bus,Bus
W_E02716,69,49,0.756,9.07,3,12.07,Bus,Bus
W_E02717,49,70,0.3777,4.53,3,7.53,Bus,Bus
W_E02718,70,49,0.3777,4.53,3,7.53,Bus,Bus
W_E02719,49,71,0.3874,4.65,3,7.65,Bus,Bus
W_E02720,71,49,0.3874,4.65,3,7.65,Bus,Bus
W_E02721,49,74,0.5065,6.08,3,9.08,Bus,Bus
W_E02722,74,49,0.5065,6.08,3,9.08,Bus,Bus
W_E02723,49,75,0.4994,5.99,3,8.99,Bus,Bus
W_E02724,75,49,0.4994,5.99,3,8.99,Bus,Bus
W_E02725,49,76,0.8458,10.15,3,13.15,Bus,Bus
W_E02726,76,49,0.8458,10.15,3,13.15,Bus,Bus
W_E02727,49,77,0.7527,9.03,3,12.03,Bus,Bus
W_E02728,77,49,0.7527,9.03,3,12.03,Bus,Bus
W_E02729,49,78,0.3054,3.66,3,6.66,Bus,Bus
W_E02730,78,49,0.3054,3.66,3,6.66,Bus,Bus
W_E02731,49,79,0.6349,7.62,3,10.62,Bus,Bus
W_E02732,79,49,0.6349,7.62,3,10.62,Bus,Bus
W_E02733,49,80,0.642,7.7,3,10.7,Bus,Bus
W_E02734,80,49,0.642,7.7,3,10.7,Bus,Bus
W_E02735,49,988,0.8675,10.41,3,13.41,Bus,Bus
W_E02736,988,49,0.8675,10.41,3,13.41,Bus,Bus
W_E02737,49,993,0.5013,6.02,3,9.02,Bus,Bus
W_E02738,993,49,0.5013,6.02,3,9.02,Bus,Bus
W_E02739,49,994,0.4619,5.54,3,8.54,Bus,Bus
W_E02740,994,49,0.4619,5.54,3,8.54,Bus,Bus
W_E02741,49,TRN_AGHA,0.4663,5.6,3,8.6,Bus,Train
W_E02742,TRN_AGHA,49,0.4663,5.6,3,8.6,Train,Bus
W_E02743,49,TRN_ALGER,0.8762,10.51,3,13.51,Bus,Train
W_E02744,TRN_ALGER,49,0.8762,10.51,3,13.51,Train,Bus
W_E02745,50,65,0.8084,9.7,3,12.7,Bus,Bus
W_E02746,65,50,0.8084,9.7,3,12.7,Bus,Bus
W_E02747,50,66,0.8089,9.71,3,12.71,Bus,Bus
W_E02748,66,50,0.8089,9.71,3,12.71,Bus,Bus
W_E02749,50,67,0.442,5.3,3,8.3,Bus,Bus
W_E02750,67,50,0.442,5.3,3,8.3,Bus,Bus
W_E02751,50,68,0.4368,5.24,3,8.24,Bus,Bus
W_E02752,68,50,0.4368,5.24,3,8.24,Bus,Bus
W_E02753,50,982,0.9774,11.73,3,14.73,Bus,Bus
W_E02754,982,50,0.9774,11.73,3,14.73,Bus,Bus
W_E02755,50,983,0.8038,9.65,3,12.65,Bus,Bus
W_E02756,983,50,0.8038,9.65,3,12.65,Bus,Bus
W_E02757,50,989,0.7743,9.29,3,12.29,Bus,Bus
W_E02758,989,50,0.7743,9.29,3,12.29,Bus,Bus
W_E02759,50,990,0.7764,9.32,3,12.32,Bus,Bus
W_E02760,990,50,0.7764,9.32,3,12.32,Bus,Bus
W_E02761,50,1000,0.7502,9.0,3,12.0,Bus,Bus
W_E02762,1000,50,0.7502,9.0,3,12.0,Bus,Bus
W_E02763,51,65,0.7622,9.15,3,12.15,Bus,Bus
W_E02764,65,51,0.7622,9.15,3,12.15,Bus,Bus
W_E02765,51,66,0.7626,9.15,3,12.15,Bus,Bus
W_E02766,66,51,0.7626,9.15,3,12.15,Bus,Bus
W_E02767,51,67,0.4096,4.91,3,7.91,Bus,Bus
W_E02768,67,51,0.4096,4.91,3,7.91,Bus,Bus
W_E02769,51,68,0.4037,4.84,3,7.84,Bus,Bus
W_E02770,68,51,0.4037,4.84,3,7.84,Bus,Bus
W_E02771,51,982,0.955,11.46,3,14.46,Bus,Bus
W_E02772,982,51,0.955,11.46,3,14.46,Bus,Bus
W_E02773,51,983,0.7785,9.34,3,12.34,Bus,Bus
W_E02774,983,51,0.7785,9.34,3,12.34,Bus,Bus
W_E02775,51,989,0.7557,9.07,3,12.07,Bus,Bus
W_E02776,989,51,0.7557,9.07,3,12.07,Bus,Bus
W_E02777,51,990,0.7564,9.08,3,12.08,Bus,Bus
W_E02778,990,51,0.7564,9.08,3,12.08,Bus,Bus
W_E02779,51,1000,0.718,8.62,3,11.62,Bus,Bus
W_E02780,1000,51,0.718,8.62,3,11.62,Bus,Bus
W_E02781,52,53,0.1389,1.67,3,4.67,Bus,Bus
W_E02782,53,52,0.1389,1.67,3,4.67,Bus,Bus
W_E02783,52,59,0.9737,11.68,3,14.68,Bus,Bus
W_E02784,59,52,0.9737,11.68,3,14.68,Bus,Bus
W_E02785,52,60,0.9637,11.56,3,14.56,Bus,Bus
W_E02786,60,52,0.9637,11.56,3,14.56,Bus,Bus
W_E02787,52,61,0.6523,7.83,3,10.83,Bus,Bus
W_E02788,61,52,0.6523,7.83,3,10.83,Bus,Bus
W_E02789,52,62,0.9359,11.23,3,14.23,Bus,Bus
W_E02790,62,52,0.9359,11.23,3,14.23,Bus,Bus
W_E02791,52,63,0.6482,7.78,3,10.78,Bus,Bus
W_E02792,63,52,0.6482,7.78,3,10.78,Bus,Bus
W_E02793,52,64,0.9317,11.18,3,14.18,Bus,Bus
W_E02794,64,52,0.9317,11.18,3,14.18,Bus,Bus
W_E02795,52,69,0.9717,11.66,3,14.66,Bus,Bus
W_E02796,69,52,0.9717,11.66,3,14.66,Bus,Bus
W_E02797,52,70,0.202,2.42,3,5.42,Bus,Bus
W_E02798,70,52,0.202,2.42,3,5.42,Bus,Bus
W_E02799,52,71,0.2464,2.96,3,5.96,Bus,Bus
W_E02800,71,52,0.2464,2.96,3,5.96,Bus,Bus
W_E02801,52,72,0.9257,11.11,3,14.11,Bus,Bus
W_E02802,72,52,0.9257,11.11,3,14.11,Bus,Bus
W_E02803,52,73,0.9387,11.26,3,14.26,Bus,Bus
W_E02804,73,52,0.9387,11.26,3,14.26,Bus,Bus
W_E02805,52,74,0.6992,8.39,3,11.39,Bus,Bus
W_E02806,74,52,0.6992,8.39,3,11.39,Bus,Bus
W_E02807,52,75,0.6885,8.26,3,11.26,Bus,Bus
W_E02808,75,52,0.6885,8.26,3,11.26,Bus,Bus
W_E02809,52,76,0.9156,10.99,3,13.99,Bus,Bus
W_E02810,76,52,0.9156,10.99,3,13.99,Bus,Bus
W_E02811,52,77,0.8267,9.92,3,12.92,Bus,Bus
W_E02812,77,52,0.8267,9.92,3,12.92,Bus,Bus
W_E02813,52,78,0.5118,6.14,3,9.14,Bus,Bus
W_E02814,78,52,0.5118,6.14,3,9.14,Bus,Bus
W_E02815,52,79,0.5628,6.75,3,9.75,Bus,Bus
W_E02816,79,52,0.5628,6.75,3,9.75,Bus,Bus
W_E02817,52,80,0.5654,6.78,3,9.78,Bus,Bus
W_E02818,80,52,0.5654,6.78,3,9.78,Bus,Bus
W_E02819,52,993,0.6868,8.24,3,11.24,Bus,Bus
W_E02820,993,52,0.6868,8.24,3,11.24,Bus,Bus
W_E02821,52,994,0.6504,7.8,3,10.8,Bus,Bus
W_E02822,994,52,0.6504,7.8,3,10.8,Bus,Bus
W_E02823,52,TRN_AGHA,0.5754,6.9,3,9.9,Bus,Train
W_E02824,TRN_AGHA,52,0.5754,6.9,3,9.9,Train,Bus
W_E02825,52,TRN_ALGER,0.776,9.31,3,12.31,Bus,Train
W_E02826,TRN_ALGER,52,0.776,9.31,3,12.31,Train,Bus
W_E02827,53,59,0.9555,11.47,3,14.47,Bus,Bus
W_E02828,59,53,0.9555,11.47,3,14.47,Bus,Bus
W_E02829,53,60,0.9456,11.35,3,14.35,Bus,Bus
W_E02830,60,53,0.9456,11.35,3,14.35,Bus,Bus
W_E02831,53,61,0.7131,8.56,3,11.56,Bus,Bus
W_E02832,61,53,0.7131,8.56,3,11.56,Bus,Bus
W_E02833,53,63,0.7078,8.49,3,11.49,Bus,Bus
W_E02834,63,53,0.7078,8.49,3,11.49,Bus,Bus
W_E02835,53,69,0.935,11.22,3,14.22,Bus,Bus
W_E02836,69,53,0.935,11.22,3,14.22,Bus,Bus
W_E02837,53,70,0.1757,2.11,3,5.11,Bus,Bus
W_E02838,70,53,0.1757,2.11,3,5.11,Bus,Bus
W_E02839,53,71,0.173,2.08,3,5.08,Bus,Bus
W_E02840,71,53,0.173,2.08,3,5.08,Bus,Bus
W_E02841,53,72,0.8226,9.87,3,12.87,Bus,Bus
W_E02842,72,53,0.8226,9.87,3,12.87,Bus,Bus
W_E02843,53,73,0.8353,10.02,3,13.02,Bus,Bus
W_E02844,73,53,0.8353,10.02,3,13.02,Bus,Bus
W_E02845,53,74,0.6157,7.39,3,10.39,Bus,Bus
W_E02846,74,53,0.6157,7.39,3,10.39,Bus,Bus
W_E02847,53,75,0.6016,7.22,3,10.22,Bus,Bus
W_E02848,75,53,0.6016,7.22,3,10.22,Bus,Bus
W_E02849,53,77,0.9278,11.13,3,14.13,Bus,Bus
W_E02850,77,53,0.9278,11.13,3,14.13,Bus,Bus
W_E02851,53,78,0.5155,6.19,3,9.19,Bus,Bus
W_E02852,78,53,0.5155,6.19,3,9.19,Bus,Bus
W_E02853,53,79,0.446,5.35,3,8.35,Bus,Bus
W_E02854,79,53,0.446,5.35,3,8.35,Bus,Bus
W_E02855,53,80,0.4507,5.41,3,8.41,Bus,Bus
W_E02856,80,53,0.4507,5.41,3,8.41,Bus,Bus
W_E02857,53,993,0.7159,8.59,3,11.59,Bus,Bus
W_E02858,993,53,0.7159,8.59,3,11.59,Bus,Bus
W_E02859,53,994,0.6764,8.12,3,11.12,Bus,Bus
W_E02860,994,53,0.6764,8.12,3,11.12,Bus,Bus
W_E02861,53,TRN_AGHA,0.657,7.88,3,10.88,Bus,Train
W_E02862,TRN_AGHA,53,0.657,7.88,3,10.88,Train,Bus
W_E02863,53,TRN_ALGER,0.6757,8.11,3,11.11,Bus,Train
W_E02864,TRN_ALGER,53,0.6757,8.11,3,11.11,Train,Bus
W_E02865,54,65,0.8787,10.54,3,13.54,Bus,Bus
W_E02866,65,54,0.8787,10.54,3,13.54,Bus,Bus
W_E02867,54,66,0.8825,10.59,3,13.59,Bus,Bus
W_E02868,66,54,0.8825,10.59,3,13.59,Bus,Bus
W_E02869,54,67,0.4164,5.0,3,8.0,Bus,Bus
W_E02870,67,54,0.4164,5.0,3,8.0,Bus,Bus
W_E02871,54,68,0.4251,5.1,3,8.1,Bus,Bus
W_E02872,68,54,0.4251,5.1,3,8.1,Bus,Bus
W_E02873,54,351,0.9597,11.52,3,14.52,Bus,Bus
W_E02874,351,54,0.9597,11.52,3,14.52,Bus,Bus
W_E02875,54,352,0.7746,9.3,3,12.3,Bus,Bus
