from_stop_id,to_stop_id,distance_km,time_min,co2_g,transport_type
417,418,0.01,0.03,1.04,bus
418,428,0.4907,1.47,51.03,bus
428,425,0.046,0.14,4.78,bus
425,426,0.9181,2.75,95.48,bus
426,427,0.01,0.03,1.04,bus
427,442,0.8962,2.69,93.2,bus
442,423,0.0886,0.27,9.21,bus
423,1025,0.449,1.35,46.7,bus
1025,1026,0.01,0.03,1.04,bus
1026,1029,0.2809,0.84,29.21,bus
1029,1031,0.079,0.24,8.22,bus
1031,1030,0.0038,0.01,0.4,bus
1030,1027,0.1082,0.32,11.25,bus
1027,1028,0.01,0.03,1.04,bus
1028,1043,1.7374,5.21,180.69,bus
1043,1044,0.0816,0.24,8.49,bus
1044,1041,0.4047,1.21,42.09,bus
1041,1042,0.098,0.29,10.19,bus
1042,1056,1.1582,3.47,120.45,bus
1056,1055,0.0044,0.01,0.46,bus
1055,1057,0.0328,0.1,3.41,bus
1057,1040,0.8106,2.43,84.3,bus
1040,1035,0.1131,0.34,11.76,bus
1035,1036,0.5412,1.62,56.28,bus
1036,1037,0.01,0.03,1.04,bus
1037,1039,1.0102,3.03,105.06,bus
1039,1038,0.0493,0.15,5.13,bus
1038,849,1.738,5.21,180.75,bus
849,848,0.1882,0.56,19.57,bus
848,846,0.6486,1.95,67.45,bus
846,863,0.01,0.03,1.04,bus
863,847,0.0555,0.17,5.77,bus
847,642,1.1738,3.52,122.08,bus
642,643,0.01,0.03,1.04,bus
84,85,0.01,0.03,1.04,bus
85,4,0.607,1.82,63.13,bus
4,87,0.01,0.03,1.04,bus
87,81,0.7742,2.32,80.52,bus
81,812,1.076,3.23,111.9,bus
812,813,0.1539,0.46,16.01,bus
813,814,0.01,0.03,1.04,bus
814,815,0.01,0.03,1.04,bus
815,3,0.4111,1.23,42.75,bus
3,360,0.01,0.03,1.04,bus
360,816,0.2716,0.81,28.25,bus
816,817,0.0933,0.28,9.7,bus
817,820,1.1173,3.35,116.2,bus
820,821,0.01,0.03,1.04,bus
821,822,0.01,0.03,1.04,bus
822,823,0.3271,0.98,34.02,bus
823,818,0.3279,0.98,34.1,bus
818,819,0.2451,0.74,25.49,bus
819,832,0.8056,2.42,83.78,bus
832,567,0.3582,1.07,37.25,bus
567,569,0.9292,2.79,96.64,bus
569,563,0.9287,2.79,96.58,bus
563,56,0.0969,0.29,10.08,bus
56,76,1.14,3.42,118.56,bus
76,77,0.0949,0.28,9.87,bus
77,49,0.8672,2.6,90.19,bus
49,52,0.0659,0.2,6.85,bus
52,53,0.1209,0.36,12.57,bus
53,70,0.1468,0.44,15.27,bus
70,71,0.01,0.03,1.04,bus
71,79,0.3231,0.97,33.6,bus
79,80,0.01,0.03,1.04,bus
80,46,0.3286,0.99,34.17,bus
46,47,0.01,0.03,1.04,bus
47,72,0.0934,0.28,9.71,bus
72,73,0.01,0.03,1.04,bus
73,276,0.493,1.48,51.27,bus
276,283,0.01,0.03,1.04,bus
283,284,0.01,0.03,1.04,bus
284,285,0.01,0.03,1.04,bus
283,284,0.01,0.03,1.04,bus
284,285,0.01,0.03,1.04,bus
285,276,0.0206,0.06,2.14,bus
276,47,0.4759,1.43,49.49,bus
47,72,0.01,0.03,1.04,bus
72,73,0.01,0.03,1.04,bus
73,46,0.1017,0.3,10.58,bus
46,79,0.3329,1.0,34.62,bus
79,80,0.01,0.03,1.04,bus
80,53,0.4304,1.29,44.76,bus
53,70,0.01,0.03,1.04,bus
70,71,0.01,0.03,1.04,bus
71,52,0.1846,0.55,19.2,bus
52,49,0.073,0.22,7.59,bus
49,61,0.5921,1.78,61.58,bus
61,63,0.01,0.03,1.04,bus
63,62,0.2871,0.86,29.86,bus
62,64,0.01,0.03,1.04,bus
64,76,0.321,0.96,33.38,bus
76,77,0.0949,0.28,9.87,bus
77,56,1.5242,4.57,158.52,bus
56,563,0.065,0.2,6.76,bus
563,569,0.9303,2.79,96.75,bus
569,567,0.9541,2.86,99.23,bus
567,832,0.2855,0.86,29.69,bus
832,819,0.9245,2.77,96.15,bus
819,818,0.1951,0.59,20.29,bus
818,823,0.2706,0.81,28.14,bus
823,820,0.3063,0.92,31.86,bus
820,821,0.01,0.03,1.04,bus
821,822,0.01,0.03,1.04,bus
822,817,1.1444,3.43,119.02,bus
817,816,0.2336,0.7,24.29,bus
816,3,0.083,0.25,8.63,bus
3,360,0.01,0.03,1.04,bus
360,814,0.4463,1.34,46.42,bus
814,815,0.01,0.03,1.04,bus
815,812,0.127,0.38,13.21,bus
812,813,0.01,0.03,1.04,bus
813,81,0.5156,1.55,53.62,bus
81,4,0.8021,2.41,83.42,bus
4,87,0.01,0.03,1.04,bus
87,84,0.6455,1.94,67.13,bus
84,85,0.0392,0.12,4.08,bus
283,284,0.01,0.03,1.04,bus
284,285,0.01,0.03,1.04,bus
285,276,0.0206,0.06,2.14,bus
276,47,0.4761,1.43,49.51,bus
47,72,0.01,0.03,1.04,bus
72,73,0.01,0.03,1.04,bus
73,46,0.1017,0.3,10.58,bus
46,79,0.3328,1.0,34.61,bus
79,80,0.01,0.03,1.04,bus
80,53,0.4304,1.29,44.76,bus
53,70,0.01,0.03,1.04,bus
70,71,0.01,0.03,1.04,bus
71,52,0.1845,0.55,19.19,bus
52,49,0.1968,0.59,20.47,bus
49,48,0.087,0.26,9.05,bus
48,78,0.161,0.48,16.74,bus
78,993,0.1061,0.32,11.03,bus
993,994,0.01,0.03,1.04,bus
994,61,0.0907,0.27,9.43,bus
61,63,0.01,0.03,1.04,bus
63,62,0.2827,0.85,29.4,bus
62,64,0.01,0.03,1.04,bus
64,999,0.5335,1.6,55.48,bus
999,995,0.0826,0.25,8.59,bus
995,996,0.01,0.03,1.04,bus
996,997,0.01,0.03,1.04,bus
997,998,0.01,0.03,1.04,bus
998,571,0.6711,2.01,69.79,bus
571,572,0.3776,1.13,39.27,bus
572,574,0.521,1.56,54.18,bus
574,566,0.2845,0.85,29.59,bus
566,568,0.4004,1.2,41.64,bus
568,565,0.5626,1.69,58.51,bus
565,266,0.3739,1.12,38.89,bus
266,252,0.024,0.07,2.5,bus
252,268,0.01,0.03,1.04,bus
268,269,0.1074,0.32,11.17,bus
269,267,0.1048,0.31,10.9,bus
267,264,0.4512,1.35,46.92,bus
264,265,0.01,0.03,1.04,bus
265,245,0.3421,1.03,35.58,bus
245,244,0.0294,0.09,3.06,bus
244,237,0.9265,2.78,96.36,bus
237,239,0.01,0.03,1.04,bus
239,261,0.601,1.8,62.5,bus
261,262,0.01,0.03,1.04,bus
262,253,0.4352,1.31,45.26,bus
253,254,0.0267,0.08,2.78,bus
254,1,0.3799,1.14,39.51,bus
1,275,0.0046,0.01,0.48,bus
275,273,0.1995,0.6,20.75,bus
273,274,0.01,0.03,1.04,bus
273,274,0.01,0.03,1.04,bus
274,275,0.1882,0.56,19.57,bus
275,1,0.0073,0.02,0.76,bus
1,254,0.3861,1.16,40.15,bus
254,253,0.0487,0.15,5.06,bus
253,261,0.413,1.24,42.95,bus
261,262,0.01,0.03,1.04,bus
262,237,0.5987,1.8,62.26,bus
237,239,0.0359,0.11,3.73,bus
239,244,0.9166,2.75,95.33,bus
244,245,0.01,0.03,1.04,bus
245,264,0.3773,1.13,39.24,bus
264,265,0.01,0.03,1.04,bus
265,267,0.4488,1.35,46.68,bus
267,269,0.0877,0.26,9.12,bus
269,266,0.1091,0.33,11.35,bus
266,268,0.01,0.03,1.04,bus
268,252,0.0944,0.28,9.82,bus
252,832,0.5809,1.74,60.41,bus
832,567,0.1639,0.49,17.05,bus
567,569,0.9386,2.82,97.61,bus
569,570,0.5261,1.58,54.71,bus
570,563,0.5452,1.64,56.7,bus
563,56,0.1173,0.35,12.2,bus
56,991,0.3088,0.93,32.12,bus
991,992,0.01,0.03,1.04,bus
992,996,0.7065,2.12,73.48,bus
996,997,0.01,0.03,1.04,bus
997,998,0.01,0.03,1.04,bus
998,995,0.028,0.08,2.91,bus
995,999,0.077,0.23,8.01,bus
999,62,0.5866,1.76,61.01,bus
62,64,0.01,0.03,1.04,bus
64,61,0.3332,1.0,34.65,bus
61,63,0.01,0.03,1.04,bus
63,993,0.01,0.03,1.04,bus
993,994,0.0455,0.14,4.73,bus
994,78,0.1065,0.32,11.08,bus
78,48,0.177,0.53,18.41,bus
48,49,0.097,0.29,10.09,bus
49,52,0.1886,0.57,19.61,bus
52,53,0.1209,0.36,12.57,bus
53,70,0.1468,0.44,15.27,bus
70,71,0.01,0.03,1.04,bus
71,79,0.3231,0.97,33.6,bus
79,80,0.01,0.03,1.04,bus
80,46,0.3286,0.99,34.17,bus
46,47,0.01,0.03,1.04,bus
47,72,0.0934,0.28,9.71,bus
72,73,0.01,0.03,1.04,bus
73,276,0.493,1.48,51.27,bus
276,283,0.01,0.03,1.04,bus
283,284,0.01,0.03,1.04,bus
284,285,0.01,0.03,1.04,bus
76,77,0.01,0.03,1.04,bus
77,52,0.9769,2.93,101.6,bus
52,70,0.1124,0.34,11.69,bus
70,53,0.0353,0.11,3.67,bus
53,71,0.0351,0.11,3.65,bus
71,79,0.2551,0.77,26.53,bus
79,80,0.0832,0.25,8.65,bus
80,46,0.3125,0.94,32.5,bus
46,47,0.01,0.03,1.04,bus
47,72,0.096,0.29,9.98,bus
72,73,0.01,0.03,1.04,bus
73,276,0.3714,1.11,38.63,bus
276,283,0.01,0.03,1.04,bus
283,284,0.01,0.03,1.04,bus
284,285,0.3827,1.15,39.8,bus
285,461,0.8997,2.7,93.57,bus
461,462,0.01,0.03,1.04,bus
462,470,0.01,0.03,1.04,bus
470,460,0.1722,0.52,17.91,bus
460,456,0.2787,0.84,28.98,bus
456,471,0.0192,0.06,2.0,bus
471,472,0.0899,0.27,9.35,bus
472,675,0.9673,2.9,100.6,bus
675,676,0.01,0.03,1.04,bus
676,669,0.6972,2.09,72.51,bus
669,670,0.01,0.03,1.04,bus
670,673,0.6651,2.0,69.17,bus
673,674,0.01,0.03,1.04,bus
674,671,0.9519,2.86,99.0,bus
671,672,0.01,0.03,1.04,bus
672,135,0.6925,2.08,72.02,bus
135,136,0.0871,0.26,9.06,bus
136,139,0.7944,2.38,82.62,bus
139,140,0.01,0.03,1.04,bus
140,141,0.4901,1.47,50.97,bus
141,142,0.01,0.03,1.04,bus
141,142,0.01,0.03,1.04,bus
142,139,0.4617,1.39,48.02,bus
139,140,0.01,0.03,1.04,bus
140,136,0.8004,2.4,83.24,bus
136,135,0.0787,0.24,8.18,bus
135,671,0.7001,2.1,72.81,bus
671,672,0.01,0.03,1.04,bus
672,673,0.9631,2.89,100.16,bus
673,674,0.01,0.03,1.04,bus
674,670,0.6253,1.88,65.03,bus
670,669,0.1032,0.31,10.73,bus
669,675,0.5586,1.68,58.09,bus
675,676,0.01,0.03,1.04,bus
676,472,1.0223,3.07,106.32,bus
472,471,0.0846,0.25,8.8,bus
471,456,0.0114,0.03,1.19,bus
456,460,0.2787,0.84,28.98,bus
460,461,0.1717,0.52,17.86,bus
461,462,0.01,0.03,1.04,bus
462,470,0.01,0.03,1.04,bus
470,466,0.1426,0.43,14.83,bus
466,285,0.65,1.95,67.6,bus
285,276,0.3866,1.16,40.21,bus
276,283,0.01,0.03,1.04,bus
283,284,0.01,0.03,1.04,bus
284,73,0.3966,1.19,41.25,bus
73,72,0.0144,0.04,1.5,bus
72,47,0.0537,0.16,5.58,bus
47,46,0.0121,0.04,1.26,bus
46,79,0.3826,1.15,39.79,bus
79,80,0.01,0.03,1.04,bus
80,71,0.2607,0.78,27.11,bus
71,53,0.0798,0.24,8.3,bus
53,70,0.01,0.03,1.04,bus
70,52,0.1741,0.52,18.11,bus
52,61,0.6984,2.1,72.63,bus
61,63,0.01,0.03,1.04,bus
63,77,0.2461,0.74,25.59,bus
77,62,0.041,0.12,4.26,bus
62,64,0.01,0.03,1.04,bus
64,76,0.3304,0.99,34.36,bus
283,284,0.01,0.03,1.04,bus
284,276,0.2487,0.75,25.86,bus
276,285,0.0949,0.28,9.87,bus
285,461,0.9235,2.77,96.04,bus
461,462,0.01,0.03,1.04,bus
462,470,0.01,0.03,1.04,bus
470,460,0.1722,0.52,17.91,bus
460,456,0.2787,0.84,28.98,bus
456,471,0.0192,0.06,2.0,bus
471,472,0.0899,0.27,9.35,bus
472,675,0.9673,2.9,100.6,bus
675,676,0.01,0.03,1.04,bus
676,669,0.6972,2.09,72.51,bus
669,670,0.01,0.03,1.04,bus
670,673,0.6651,2.0,69.17,bus
673,674,0.01,0.03,1.04,bus
674,671,0.9519,2.86,99.0,bus
671,672,0.01,0.03,1.04,bus
672,135,0.6925,2.08,72.02,bus
135,136,0.0871,0.26,9.06,bus
136,139,0.7944,2.38,82.62,bus
139,140,0.01,0.03,1.04,bus
140,141,0.469,1.41,48.78,bus
141,142,0.0403,0.12,4.19,bus
142,134,0.6654,2.0,69.2,bus
134,133,0.0524,0.16,5.45,bus
133,138,0.3948,1.18,41.06,bus
138,137,0.0678,0.2,7.05,bus
137,104,0.4961,1.49,51.59,bus
104,105,0.01,0.03,1.04,bus
105,107,0.667,2.0,69.37,bus
107,106,0.0549,0.16,5.71,bus
106,102,0.3051,0.92,31.73,bus
102,103,0.1229,0.37,12.78,bus
103,98,0.5738,1.72,59.68,bus
98,99,0.1939,0.58,20.17,bus
99,100,0.5763,1.73,59.94,bus
100,101,0.01,0.03,1.04,bus
101,115,0.3232,0.97,33.61,bus
115,114,0.1071,0.32,11.14,bus
114,113,0.4109,1.23,42.73,bus
113,112,0.093,0.28,9.67,bus
112,109,0.6214,1.86,64.63,bus
109,108,0.0317,0.1,3.3,bus
108,110,0.3715,1.11,38.64,bus
110,111,0.01,0.03,1.04,bus
111,1067,0.6142,1.84,63.88,bus
1067,1068,0.0474,0.14,4.93,bus
1068,1069,1.2326,3.7,128.19,bus
1069,1070,0.01,0.03,1.04,bus
1070,1071,0.0226,0.07,2.35,bus
1071,1063,0.421,1.26,43.78,bus
1063,1064,0.1378,0.41,14.33,bus
1064,12,0.0563,0.17,5.86,bus
12,1088,0.2306,0.69,23.98,bus
1088,1089,0.01,0.03,1.04,bus
1089,11,0.0443,0.13,4.61,bus
11,1087,0.01,0.03,1.04,bus
1087,1060,0.1626,0.49,16.91,bus
1060,1061,0.01,0.03,1.04,bus
1061,1058,0.0551,0.17,5.73,bus
1058,1059,0.0625,0.19,6.5,bus
1059,1079,0.8958,2.69,93.16,bus
1079,1078,0.1039,0.31,10.81,bus
1078,1075,0.4594,1.38,47.78,bus
1075,1074,0.554,1.66,57.62,bus
1074,1080,0.3646,1.09,37.92,bus
1080,1081,0.01,0.03,1.04,bus
1081,1050,0.9658,2.9,100.44,bus
1050,1051,0.0443,0.13,4.61,bus
1051,7,1.52,4.56,158.08,bus
7,1034,0.01,0.03,1.04,bus
1034,969,1.1502,3.45,119.62,bus
969,970,0.01,0.03,1.04,bus
970,967,0.019,0.06,1.98,bus
967,968,0.01,0.03,1.04,bus
967,968,0.01,0.03,1.04,bus
968,969,0.0175,0.05,1.82,bus
969,970,0.01,0.03,1.04,bus
970,7,1.1851,3.56,123.25,bus
7,1034,0.01,0.03,1.04,bus
1034,1050,1.4428,4.33,150.05,bus
1050,1051,0.01,0.03,1.04,bus
1051,1080,1.0183,3.05,105.9,bus
1080,1081,0.0392,0.12,4.08,bus
1081,1074,0.3868,1.16,40.23,bus
1074,1075,0.0668,0.2,6.95,bus
1075,1078,0.4872,1.46,50.67,bus
1078,1079,0.0996,0.3,10.36,bus
1079,1058,0.8392,2.52,87.28,bus
1058,1060,0.1327,0.4,13.8,bus
1060,1061,0.01,0.03,1.04,bus
1061,11,0.0876,0.26,9.11,bus
11,1087,0.0286,0.09,2.97,bus
1087,1088,0.1273,0.38,13.24,bus
1088,12,0.191,0.57,19.86,bus
12,1082,0.0453,0.14,4.71,bus
1082,1083,0.01,0.03,1.04,bus
1083,1063,0.1183,0.35,12.3,bus
1063,1069,0.4484,1.35,46.63,bus
1069,1070,0.0379,0.11,3.94,bus
1070,1068,1.2097,3.63,125.81,bus
1068,1067,0.1505,0.45,15.65,bus
1067,110,0.5392,1.62,56.08,bus
110,111,0.01,0.03,1.04,bus
111,108,0.348,1.04,36.19,bus
108,109,0.01,0.03,1.04,bus
109,112,0.6753,2.03,70.23,bus
112,113,0.0983,0.29,10.22,bus
113,114,0.3902,1.17,40.58,bus
114,115,0.1202,0.36,12.5,bus
115,100,0.3319,1.0,34.52,bus
100,101,0.01,0.03,1.04,bus
101,99,0.5786,1.74,60.17,bus
99,98,0.0694,0.21,7.22,bus
98,102,0.7244,2.17,75.34,bus
102,103,0.01,0.03,1.04,bus
103,106,0.3938,1.18,40.96,bus
106,107,0.0584,0.18,6.07,bus
107,104,0.6534,1.96,67.95,bus
104,105,0.01,0.03,1.04,bus
105,137,0.5035,1.51,52.36,bus
137,138,0.1234,0.37,12.83,bus
138,133,0.3512,1.05,36.52,bus
133,134,0.01,0.03,1.04,bus
134,141,0.7314,2.19,76.07,bus
141,142,0.01,0.03,1.04,bus
142,139,0.4615,1.38,48.0,bus
139,140,0.01,0.03,1.04,bus
140,136,0.8004,2.4,83.24,bus
136,135,0.0787,0.24,8.18,bus
135,671,0.7001,2.1,72.81,bus
671,672,0.01,0.03,1.04,bus
672,673,0.9631,2.89,100.16,bus
673,674,0.01,0.03,1.04,bus
674,670,0.6253,1.88,65.03,bus
670,669,0.1032,0.31,10.73,bus
669,675,0.5586,1.68,58.09,bus
675,676,0.01,0.03,1.04,bus
676,472,1.0223,3.07,106.32,bus
472,471,0.0846,0.25,8.8,bus
471,456,0.0114,0.03,1.19,bus
456,460,0.2787,0.84,28.98,bus
460,461,0.1717,0.52,17.86,bus
461,462,0.01,0.03,1.04,bus
462,470,0.01,0.03,1.04,bus
470,466,0.1426,0.43,14.83,bus
466,276,0.6657,2.0,69.23,bus
276,283,0.01,0.03,1.04,bus
283,284,0.01,0.03,1.04,bus
284,285,0.01,0.03,1.04,bus
609,610,0.01,0.03,1.04,bus
610,622,0.5022,1.51,52.23,bus
622,614,0.3547,1.06,36.89,bus
614,613,0.0262,0.08,2.72,bus
613,487,0.8615,2.58,89.6,bus
487,488,0.0438,0.13,4.56,bus
488,364,0.41,1.23,42.64,bus
364,365,0.1808,0.54,18.8,bus
365,363,0.0864,0.26,8.99,bus
363,270,1.3814,4.14,143.67,bus
270,271,0.0219,0.07,2.28,bus
271,272,0.0362,0.11,3.76,bus
272,237,0.3478,1.04,36.17,bus
237,239,0.01,0.03,1.04,bus
239,261,0.4207,1.26,43.75,bus
261,262,0.01,0.03,1.04,bus
262,253,0.4352,1.31,45.26,bus
253,254,0.0267,0.08,2.78,bus
254,1,0.3799,1.14,39.51,bus
1,275,0.0046,0.01,0.48,bus
275,274,0.1995,0.6,20.75,bus
274,273,0.0046,0.01,0.48,bus
273,255,0.536,1.61,55.74,bus
255,260,2.0593,6.18,214.17,bus
260,259,0.5627,1.69,58.52,bus
259,255,1.5944,4.78,165.82,bus
255,274,0.3562,1.07,37.04,bus
274,273,0.0046,0.01,0.48,bus
273,275,0.1882,0.56,19.57,bus
275,1,0.0073,0.02,0.76,bus
1,254,0.3861,1.16,40.15,bus
254,253,0.0487,0.15,5.06,bus
253,261,0.413,1.24,42.95,bus
261,262,0.01,0.03,1.04,bus
262,237,0.4148,1.24,43.14,bus
237,272,0.3397,1.02,35.33,bus
272,271,0.0344,0.1,3.58,bus
271,270,0.018,0.05,1.87,bus
270,364,1.4294,4.29,148.66,bus
364,365,0.1808,0.54,18.8,bus
365,363,0.0864,0.26,8.99,bus
363,488,0.4069,1.22,42.32,bus
488,487,0.0307,0.09,3.19,bus
487,613,0.8612,2.58,89.56,bus
613,614,0.0211,0.06,2.19,bus
614,622,0.3324,1.0,34.57,bus
622,609,0.544,1.63,56.58,bus
609,610,0.0693,0.21,7.21,bus
991,992,0.01,0.03,1.04,bus
992,56,0.74,2.22,76.96,bus
56,563,0.0646,0.19,6.72,bus
563,569,0.9303,2.79,96.75,bus
569,567,0.9541,2.86,99.23,bus
567,832,0.2855,0.86,29.69,bus
832,819,0.9245,2.77,96.15,bus
819,818,0.1951,0.59,20.29,bus
818,823,0.2706,0.81,28.14,bus
823,820,0.3063,0.92,31.86,bus
820,821,0.01,0.03,1.04,bus
821,822,0.01,0.03,1.04,bus
822,817,1.1444,3.43,119.02,bus
817,816,0.2336,0.7,24.29,bus
816,3,0.083,0.25,8.63,bus
3,360,0.01,0.03,1.04,bus
360,814,0.4463,1.34,46.42,bus
814,815,0.01,0.03,1.04,bus
815,812,0.127,0.38,13.21,bus
812,813,0.01,0.03,1.04,bus
813,86,1.0806,3.24,112.38,bus
86,1128,0.01,0.03,1.04,bus
1128,1125,0.9,2.7,93.6,bus
1125,1124,0.0811,0.24,8.43,bus
1124,1129,0.6804,2.04,70.76,bus
1129,1130,0.01,0.03,1.04,bus
1130,1165,0.6905,2.07,71.81,bus
1165,1166,0.1827,0.55,19.0,bus
1166,446,0.5023,1.51,52.24,bus
446,450,0.7074,2.12,73.57,bus
450,449,0.0444,0.13,4.62,bus
449,451,0.0107,0.03,1.11,bus
451,444,0.5565,1.67,57.88,bus
444,445,0.126,0.38,13.1,bus
445,454,1.3022,3.91,135.43,bus
454,455,0.4719,1.42,49.08,bus
455,447,1.3287,3.99,138.18,bus
447,448,0.01,0.03,1.04,bus
447,448,0.01,0.03,1.04,bus
448,123,1.3004,3.9,135.24,bus
123,124,0.01,0.03,1.04,bus
124,125,0.3412,1.02,35.48,bus
125,129,0.6103,1.83,63.47,bus
129,452,0.753,2.26,78.31,bus
452,453,0.01,0.03,1.04,bus
453,444,0.4411,1.32,45.87,bus
444,445,0.01,0.03,1.04,bus
445,449,0.6746,2.02,70.16,bus
449,451,0.01,0.03,1.04,bus
451,450,0.0661,0.2,6.87,bus
450,446,0.7629,2.29,79.34,bus
446,1165,0.5532,1.66,57.53,bus
1165,1166,0.01,0.03,1.04,bus
1166,1129,0.722,2.17,75.09,bus
1129,1130,0.086,0.26,8.94,bus
1130,1124,0.648,1.94,67.39,bus
1124,1125,0.01,0.03,1.04,bus
1125,1128,0.958,2.87,99.63,bus
1128,86,0.0748,0.22,7.78,bus
86,812,1.0019,3.01,104.2,bus
812,813,0.1539,0.46,16.01,bus
813,814,0.01,0.03,1.04,bus
814,815,0.01,0.03,1.04,bus
815,3,0.4111,1.23,42.75,bus
3,360,0.01,0.03,1.04,bus
360,816,0.2716,0.81,28.25,bus
816,817,0.0933,0.28,9.7,bus
817,820,1.1173,3.35,116.2,bus
820,821,0.01,0.03,1.04,bus
821,822,0.01,0.03,1.04,bus
822,823,0.3271,0.98,34.02,bus
823,818,0.3279,0.98,34.1,bus
818,819,0.2451,0.74,25.49,bus
819,832,0.8056,2.42,83.78,bus
832,567,0.3582,1.07,37.25,bus
567,569,0.9292,2.79,96.64,bus
569,563,0.9287,2.79,96.58,bus
563,56,0.0969,0.29,10.08,bus
56,76,1.14,3.42,118.56,bus
76,77,0.0949,0.28,9.87,bus
77,62,0.2611,0.78,27.15,bus
62,64,0.01,0.03,1.04,bus
64,999,1.3744,4.12,142.94,bus
999,996,0.016,0.05,1.66,bus
996,997,0.01,0.03,1.04,bus
997,998,0.01,0.03,1.04,bus
998,995,0.028,0.08,2.91,bus
995,991,0.4945,1.48,51.43,bus
991,992,0.01,0.03,1.04,bus
633,630,0.0084,0.03,0.87,bus
630,632,0.0061,0.02,0.63,bus
632,634,0.0757,0.23,7.87,bus
634,635,0.0699,0.21,7.27,bus
635,668,0.3503,1.05,36.43,bus
668,654,0.3718,1.12,38.67,bus
654,655,0.0306,0.09,3.18,bus
655,628,0.3195,0.96,33.23,bus
628,627,0.0243,0.07,2.53,bus
627,637,0.1823,0.55,18.96,bus
637,636,0.0192,0.06,2.0,bus
636,652,0.1866,0.56,19.41,bus
652,653,0.0192,0.06,2.0,bus
653,645,0.5091,1.53,52.95,bus
645,644,0.0165,0.05,1.72,bus
644,629,0.298,0.89,30.99,bus
629,631,0.01,0.03,1.04,bus
631,665,0.5702,1.71,59.3,bus
665,664,0.0306,0.09,3.18,bus
664,605,2.7678,8.3,287.85,bus
605,606,0.0722,0.22,7.51,bus
606,605,0.0185,0.06,1.92,bus
605,664,2.8252,8.48,293.82,bus
664,665,0.01,0.03,1.04,bus
665,629,0.6017,1.81,62.58,bus
629,631,0.01,0.03,1.04,bus
631,644,0.3028,0.91,31.49,bus
644,645,0.021,0.06,2.18,bus
645,653,0.4989,1.5,51.89,bus
653,652,0.0148,0.04,1.54,bus
652,636,0.197,0.59,20.49,bus
636,637,0.0148,0.04,1.54,bus
637,627,0.1829,0.55,19.02,bus
627,628,0.0211,0.06,2.19,bus
628,655,0.3226,0.97,33.55,bus
655,654,0.0197,0.06,2.05,bus
654,668,0.3793,1.14,39.45,bus
668,635,0.3512,1.05,36.52,bus
635,634,0.0742,0.22,7.72,bus
634,630,0.0506,0.15,5.26,bus
630,632,0.01,0.03,1.04,bus
632,633,0.01,0.03,1.04,bus
456,471,0.01,0.03,1.04,bus
471,460,0.5763,1.73,59.94,bus
460,462,0.0647,0.19,6.73,bus
462,470,0.01,0.03,1.04,bus
470,461,0.0607,0.18,6.31,bus
461,465,0.0623,0.19,6.48,bus
465,473,0.01,0.03,1.04,bus
473,287,0.0434,0.13,4.51,bus
287,466,0.01,0.03,1.04,bus
466,285,0.6251,1.88,65.01,bus
285,276,0.1229,0.37,12.78,bus
276,283,0.01,0.03,1.04,bus
283,284,0.01,0.03,1.04,bus
284,47,0.4902,1.47,50.98,bus
47,72,0.01,0.03,1.04,bus
72,73,0.01,0.03,1.04,bus
73,46,0.1017,0.3,10.58,bus
46,79,0.3328,1.0,34.61,bus
79,80,0.01,0.03,1.04,bus
80,53,0.4304,1.29,44.76,bus
53,70,0.01,0.03,1.04,bus
70,71,0.01,0.03,1.04,bus
71,52,0.1834,0.55,19.07,bus
52,49,0.2908,0.87,30.24,bus
49,48,0.0586,0.18,6.09,bus
48,78,0.2034,0.61,21.15,bus
78,994,0.1805,0.54,18.77,bus
994,993,0.0647,0.19,6.73,bus
993,988,0.3037,0.91,31.58,bus
988,65,0.2343,0.7,24.37,bus
65,66,0.01,0.03,1.04,bus
66,45,0.1406,0.42,14.62,bus
45,36,0.2805,0.84,29.17,bus
36,68,0.1817,0.55,18.9,bus
68,67,0.0207,0.06,2.15,bus
67,37,0.2899,0.87,30.15,bus
37,38,0.01,0.03,1.04,bus
38,989,0.01,0.03,1.04,bus
989,990,0.01,0.03,1.04,bus
38,37,0.0036,0.01,0.37,bus
37,989,0.2071,0.62,21.54,bus
989,990,0.0555,0.17,5.77,bus
990,982,0.2713,0.81,28.22,bus
982,983,0.1024,0.31,10.65,bus
983,1000,0.2914,0.87,30.31,bus
1000,45,0.2682,0.8,27.89,bus
45,988,0.3253,0.98,33.83,bus
988,61,0.3322,1.0,34.55,bus
61,63,0.01,0.03,1.04,bus
63,993,0.01,0.03,1.04,bus
993,994,0.0631,0.19,6.56,bus
994,78,0.1425,0.43,14.82,bus
78,48,0.2266,0.68,23.57,bus
48,49,0.078,0.23,8.11,bus
49,52,0.2218,0.67,23.07,bus
52,53,0.1209,0.36,12.57,bus
53,70,0.1468,0.44,15.27,bus
70,71,0.01,0.03,1.04,bus
71,79,0.3231,0.97,33.6,bus
79,80,0.01,0.03,1.04,bus
80,46,0.3286,0.99,34.17,bus
46,47,0.01,0.03,1.04,bus
47,72,0.0934,0.28,9.71,bus
72,73,0.01,0.03,1.04,bus
73,276,0.4983,1.49,51.82,bus
276,283,0.01,0.03,1.04,bus
283,284,0.0201,0.06,2.09,bus
284,285,0.0749,0.22,7.79,bus
285,466,0.5816,1.74,60.49,bus
466,287,0.1596,0.48,16.6,bus
287,465,0.01,0.03,1.04,bus
465,473,0.01,0.03,1.04,bus
